teks_bersih,kategori,urgensi,instansi
permisi mau lapor jalan longsor nutup akses ke 3 desa warga ga bisa kemana mana,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
jalan provinsi ambrol kena longsor akses kota putus total,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
selamat pagi mau lapor saluran irigasi sawah bocor petani rugi terus,infrastruktur,urgen,Dinas Pekerjaan Umum
ada bangunan yang cat temboknya jorok mengotori pemandangan,keamanan,biasa,Satuan Polisi Pamong Praja
ada warga yang buang sampah di lahan kosong depan rumah kami tolong dong,kebersihan,biasa,Dinas Lingkungan Hidup
kepada yth pemda jadwal dokter spesialis di puskesmas terlalu sedikit,kesehatan,biasa,Dinas Kesehatan
selamat pagi pemda semoga makin maju kotanya udah lama nih,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
penculikan anak terjadi di dekat sekolah dasar tolong segera ditangani sudah kami laporkan berkali kali,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
sindikat penipuan online beroperasi di wilayah kami sudah bejibun korban,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
pnmbkan di daerah kmi wrg pnik minta tolong,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
ada tambang ilegal beroperasi di wilayah kami merusak lingkungan tolong dong,keamanan,urgen,Satuan Polisi Pamong Praja
pak keracunan massal di kantin sekolah puluhan anak muntah muntah dibawa ke rs kami tunggu tindakannya,kesehatan,sangat_urgen,Dinas Kesehatan
lampu penerangan di jembatan mati gelap berbahaya malam hari mohon perhatiannya,infrastruktur,urgen,Dinas Pekerjaan Umum
permisi mau lapor banjir besar rendam jalan utama setinggi pinggang kendaraan ga bisa lewat terima kasih semasih belumnya,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
selokan penuh sampah plastik air meluap ke jalan terima kasih sebelumnya,kebersihan,urgen,Dinas Lingkungan Hidup
jalan masuk komplek rusak parah susah dilalui motor,infrastruktur,urgen,Dinas Pekerjaan Umum
halo selamat siang saluran air besar jebol banjir rendam puluhan rumah masyarakat tolong diperhatikan,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mau lapor nih data penerima bantuan sosial tidak diperbarui masih pakai data lama mohon ditindak,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
minta tolong acara agustusan di kelurahan seru banget makasih pak rt masyarakat resah ini,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
minta tolong begal bunuh pengendara motor tadi malem di jalan gelap deket desa kami,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
dengan hormat terimakasih pemda sudah perhatikan warga kecil seperti kami sudah kami laporkan berkali kali,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
puskesmas kami tidak punya alat usg padahal banyak ibu hamil,kesehatan,urgen,Dinas Kesehatan
mau lapor nih pengajuan beasiswa ga diproses padahal syarat lengkap dan nilai bagus minta tolong banget,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
aspal di depan rumah saya mengelupas,infrastruktur,biasa,Dinas Pekerjaan Umum
halo pemda ada beberapa warga buang sampah sembarangan di pinggir jalan kami tunggu tindakannya,kebersihan,biasa,Dinas Lingkungan Hidup
puskesmas keliling sudah lama tidak beroperasi ke desa kami,kesehatan,urgen,Dinas Kesehatan
ada keluhan nih petugas kebersihan jarang masuk ke gang kami,kebersihan,biasa,Dinas Lingkungan Hidup
halo pemda ada orang gila mengamuk bawa parang ancam warga sekitar,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
tps liar di pinggir jalan numpuk ga pernah diangkut nyamuk banyak,kebersihan,urgen,Dinas Lingkungan Hidup
tolong sertifikat tanah saya ga kunjung kelar udah setaun nunggu tolong cepet ditangani,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
kepada yth pemda lampu jalan di gang kami mati udah 2 minggu gelap bgt malem udah lama nih,infrastruktur,urgen,Dinas Pekerjaan Umum
drainase mampet banjir tiap hujan deras,infrastruktur,urgen,Dinas Pekerjaan Umum
kepada yth pemda penertiban pkl ga konsisten balik lagi besoknya kapan ada solusinya,keamanan,biasa,Satuan Polisi Pamong Praja
kk kami salah data nama anak ketuker udah lapor berkali kali ga diperbaiki sudah kami laporkan berkali kali,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: sampah daun di depan rumah belum disapu petugas,kebersihan,biasa,Dinas Lingkungan Hidup
mas ibu hamil di desa kami susah akses bidan jaraknya jauh banget minta tolong banget,kesehatan,urgen,Dinas Kesehatan
ada keluhan nih parkir di kantor kecamatan nggak tertata dengan baik harap segera ada tindakan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mbak pelayanan kelurahan kami sdh membaik lebih cepat dari sebelumnya kami tunggu tindakannya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
sungai butek item bau warga banyak yang kena penyakit kulit,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
salut sama kerja keras pak lurah kami orangnya baik,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
halo pemda puskesmas keliling sdh lama enggak beroperasi ke desa kami sudah kami laporkan berkali kali,kesehatan,urgen,Dinas Kesehatan
mau lapor nih lapak pkl menghalangi akses masuk ke gang perumahan tolong diperhatikan,keamanan,biasa,Satuan Polisi Pamong Praja
mbak pak camat kami orangnya ramah dan cepat tanggap,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mohon sampah berserakan di depan minimarket ga ada yang bersihin mohon ditindak,kebersihan,biasa,Dinas Lingkungan Hidup
ada keluhan nih ada pembuangan limbah ilegal di dekat sekolah baunya menyengat kapan diselesaikan,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
permisi mau lapor lampu di taman kota mati beberapa titik,infrastruktur,biasa,Dinas Pekerjaan Umum
minta tolong got kecil di depan rumah agak mampet sudah kami laporkan berkali kali,infrastruktur,biasa,Dinas Pekerjaan Umum
mau lapor nih tempat parkir rs daerah kurang luas sering penuh sudah kami laporkan berkali kali,kesehatan,biasa,Dinas Kesehatan
jalan kampung kami masih belum diaspal becek banget kalo ujan,infrastruktur,urgen,Dinas Pekerjaan Umum
pelayanan kelurahan kami sudah membaik lebih cepat dari sebelumnya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
halo selamat siang fogging dbd ga pernah dilakukan padahal kasus terus naik,kesehatan,urgen,Dinas Kesehatan
selamat pagi mau lapor ada kasus leptospirosis setelah banjir warga mulai demam tinggi,kesehatan,sangat_urgen,Dinas Kesehatan
ada yang buang bangkai hewan di lahan kosong bau busuk minta ampun,kebersihan,urgen,Dinas Lingkungan Hidup
pengaduan: jalan depan sekolah retak dalam banget anak anak sering jatuh sudah kami laporkan berkali kali,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
bu formulir pendaftaran di kelurahan susah didapat kapan diselesaikan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
laporan: pengurusan izin mendirikan bangunan sudah setahun tidak selesai warga resah ini,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
got depan rumah agak kotor perlu dikuras,kebersihan,biasa,Dinas Lingkungan Hidup
mau lapor nih pelaku kekerasan dalam rumah tangga kabur setelah menyerang korban parah tolong dong,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mau lapor nih kk kami salah data nama anak ketuker udah lapor berkali kali ga diperbaiki kapan ada solusinya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
jmbtn mau pts kblnya udh kratan prh tolong cepet,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
selamat pagi mau lapor terimakasih sudah mengadakan kegiatan bersih bersih di lingkungan kami tolong dong,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
air pdm bau aneh ga lyk mnum bahaya bgt,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
program pkh kami dihentikan tanpa pemberitahuan dan alasan yang jelas minta tolong banget,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
mas got kecil di rt kami jarang dibersihkan petugas tolong diperhatikan,kebersihan,biasa,Dinas Lingkungan Hidup
jam buka puskesmas sering ga sesuai jadwal udah lama nih,kesehatan,biasa,Dinas Kesehatan
bahu jalan agak rusak butuh perbaikan ringan,infrastruktur,biasa,Dinas Pekerjaan Umum
ijazah anak ditahan sekolah karena masalah administrasi pembayaran tolong diperhatikan,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
tempat sampah di depan kantor kelurahan jarang dikosongkan,kebersihan,biasa,Dinas Lingkungan Hidup
air pdam berasa aneh bau ga layak minum warga takut konsumsi,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
kepada yth pemda plang nama gang kami copot perlu dipasang lagi tolong dong,infrastruktur,biasa,Dinas Pekerjaan Umum
mau lapor nih sistem antrian puskesmas masih manual belum pakai nomor harap segera ada tindakan,kesehatan,biasa,Dinas Kesehatan
halo selamat siang lingkungan kami sekarang udah bersih makasih petugas kebersihan terima kasih sebelumnya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
nrkb djual dpn sklh trang2an,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mas dana desa ga transparan warga ga tau dipake untuk apa aja,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
ada penduduk yang pelihara ayam di pemukiman padat bau dan berisik tolong diperhatikan,keamanan,biasa,Satuan Polisi Pamong Praja
pnclik anak dkt sklh td pg segera pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
minta tolong lapak pkl menghalangi akses masuk ke gang perumahan minta ditindak,keamanan,biasa,Satuan Polisi Pamong Praja
dengan hormat reklame ilegal banyak dipasang di pohon pohon jalan minta perhatiannya,keamanan,biasa,Satuan Polisi Pamong Praja
bu pos ronda di rt kami dah rusak perlu diperbaiki kapan diselesaikan,infrastruktur,biasa,Dinas Pekerjaan Umum
minta tolong rambu lalu lintas di tikungan tajam hilang ga ada gantinya minta tolong banget,infrastruktur,urgen,Dinas Pekerjaan Umum
mbak ruang tunggu puskesmas sempit dan panas ga ada kipas angin,kesehatan,biasa,Dinas Kesehatan
pak begal beroperasi tiap mlm di jln tmbsan ga ada patroli sama sekali tolong cepet,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
begal bunuh pengendara motor di jln gelap deket desa kmi tolong cepet,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
tbc mnybar di pmukim pdt bth pnangan cpt tolong cepet,kesehatan,sangat_urgen,Dinas Kesehatan
papan pengumuman di kantor kelurahan jarang diupdate,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
bu begal bunuh pengendara motor tadi malem di jalan gelap deket desa kami minta tolong banget,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mbak tempat sampah di halte bus udah penuh perlu dikosongkan,kebersihan,biasa,Dinas Lingkungan Hidup
parkir liar di depan toko halangi pejalan kaki,keamanan,biasa,Satuan Polisi Pamong Praja
ada keluhan nih ada oknum yang sering mengintai rumah warga di malam hari mencurigakan tolong dong,keamanan,urgen,Satuan Polisi Pamong Praja
jembatan gantung mau putus kabelnya udah pada karatan parah tolong cepet ditangani,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
bu ada pungutan liar di terminal oleh oknum preman tolong dong,keamanan,urgen,Satuan Polisi Pamong Praja
selamat pagi mau lapor keracunan air minum penduduk dari pdam buanyak yang mual muntah tolong cepet ditangani,kesehatan,sangat_urgen,Dinas Kesehatan
parkir di kantor kecamatan tidak tertata dengan baik,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
halo pemda urus izin usaha kecil dipersulit minta biaya yang ga jelas kapan ada solusinya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
dengan hormat pohon besar tumbang nutupin jalan utama total ga bisa dilewati udah kami laporkan berkali kali,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
dengan hormat penculikan anak terjadi di dekat sekolah dasar tolong segera ditangani kapan ada solusinya,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mas begal bunuh pengendara motor tadi malem di jalan gelap deket desa kami harap segera ada tindakan,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
minta tolong sumber mata air desa kami tercemar limbah berwarna hijau berbau minta tolong banget,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mau lapor nih pasien kritis ditolak igd rs daerah katanya penuh padahal darurat harap segera ada tindakan,kesehatan,sangat_urgen,Dinas Kesehatan
permisi mau lapor lampu taman di alun alun beberapa yang mati udah lama nih,infrastruktur,biasa,Dinas Pekerjaan Umum
penerangan di lorong puskesmas kurang terang terima kasih sebelumnya,kesehatan,biasa,Dinas Kesehatan
phn bsr tmbng tttp jln utama ttl minta tolong,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
permisi mau lapor talud sungai retak retak rawan jebol saat banjir tolong diperhatikan,infrastruktur,urgen,Dinas Pekerjaan Umum
laporan: psnkritis dtlk igd ktnya pnh pdhl drrt,kesehatan,sangat_urgen,Dinas Kesehatan
mohon mesin fotokopi di kantor kelurahan sering rusak kami sangat terganggu,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mas lingkungan kami sekarang udah bersih makasih petugas kebersihan terima kasih sebelumnya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor premanisme di pasar makin merajalela pedagang resah kapan ada solusinya,keamanan,urgen,Satuan Polisi Pamong Praja
mau lapor nih bayi gz buruk prh butuh bntn sgra,kesehatan,sangat_urgen,Dinas Kesehatan
mbak data kependudukan saya masih salah di sistem setelah berkali kali lapor tolong cepet ditangani,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
ada keluhan nih jadwal dokter spesialis di puskesmas terlalu sedikit terima kasih sebelumnya,kesehatan,biasa,Dinas Kesehatan
kartu keluarga sejahtera kami hilang dari daftar tidak tahu sebabnya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
kepada yth pemda saluran air kecil di gang agak tersumbat daun,infrastruktur,biasa,Dinas Pekerjaan Umum
selamat pagi mau lapor akta kelahiran anak susah banget diurusnya syaratnya berbelit belit terima kasih sebelumnya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
laporan: bnj msk rmh udh stinggi ltt,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
knalpot brong di jalanan bikin bising ganggu ketenangan warga warga resah ini,keamanan,biasa,Satuan Polisi Pamong Praja
laporan: selamat hari jadi kota salatiga semoga makin maju warga resah ini,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
ada keluhan nih puskesmas kami tidak punya alat usg padahal bejibun ibu hamil harap buru buru ada tindakan,kesehatan,urgen,Dinas Kesehatan
rel kereta ga ada pagarnya udah ada yang ketabrak minggu lalu tolong cepet ditangani,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
bu data kependudukan saya masih salah di sistem setelah berkali kali lapor segera ya pak,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
kepada yth pemda kursi tunggu di puskesmas kurang banyak pasien harus berdiri tolong cepet ditangani,kesehatan,biasa,Dinas Kesehatan
mbak pengamen sering minta uang paksa di warung warung udah lama nih,keamanan,biasa,Satuan Polisi Pamong Praja
kepada yth pemda ada beberapa warga buang sampah sembarangan di pinggir jalan harap segera ada tindakan,kebersihan,biasa,Dinas Lingkungan Hidup
mohon kartu indonesia pintar anak saya tidak cair padahal memenuhi syarat,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pengaduan: tempat sampah di taman rusak perlu diganti harap segera ada tindakan,kebersihan,biasa,Dinas Lingkungan Hidup
pohon besar tumbang nutupin jalan utama total ga bisa dilewati tolong ditindak,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
ada keluhan nih tps liar di pinggir jalan numpuk ga pernah diangkut nyamuk buanyak,kebersihan,urgen,Dinas Lingkungan Hidup
mau lapor nih paving block di trotoar ada beberapa yang copot,infrastruktur,biasa,Dinas Pekerjaan Umum
pengaduan: ada warung yang buka sampai larut malam berisik tolong diperhatikan,keamanan,biasa,Satuan Polisi Pamong Praja
minta tolong tempat parkir rs daerah kurang luas sering penuh minta tolong banget,kesehatan,biasa,Dinas Kesehatan
mau lapor nih kdrt prh krbanya luka2 plku kbr tolong cepet,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
jln prvnsi ambrol lngsor aks kota pts segera pak,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
sistem antrian puskesmas masih manual belum pakai nomor,kesehatan,biasa,Dinas Kesehatan
mas jalan masuk komplek rusak parah susah dilalui motor kapan diselesaikan,infrastruktur,urgen,Dinas Pekerjaan Umum
mbak data kependudukan saya masih salah di sistem setelah berkali kali lapor,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
mohon pengumuman kegiatan kelurahan sering terlambat disampaikan ke warga,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
jambret hp terjadi siang hari di jalan ramai pelaku kabur kapan ada solusinya,keamanan,urgen,Satuan Polisi Pamong Praja
minta tolong parkir di kantor kecamatan tidak tertata dengan baik mohon ditindak,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
laporan: bgl di jln tmbsan tiap mlm bahaya bgt,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mau lapor nih got meluap banjir masuk rumah warga udah setinggi lutut kami tunggu tindakannya,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
tolong org gila ngamuk bawa parang ancam warga sekitar,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
dengan hormat penerangan di lorong puskesmas kurang terang kapan diselesaikan,kesehatan,biasa,Dinas Kesehatan
warga banyak sesak napas akibat polusi pabrik terdekat kapan ada solusinya,kesehatan,sangat_urgen,Dinas Kesehatan
halo pemda knalpot brong di jalanan bikin bising ganggu ketenangan warga tolong cepet ditangani,keamanan,biasa,Satuan Polisi Pamong Praja
ada kasus meningitis di kampung kami 3 orang udah masuk icu harap segera ada tindakan,kesehatan,sangat_urgen,Dinas Kesehatan
halo selamat siang pencemaran udara dari pabrik bikin warga sesak napas batuk batuk minta perhatiannya,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
selamat pagi pemda semoga makin maju kotanya kapan ada solusinya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
jalan di komplek ada yang berlubang kecil,infrastruktur,biasa,Dinas Pekerjaan Umum
halo selamat siang warga bakar sampah tiap hari asapnya masuk ke rumah ganggu pernapasan mohon ditindak,kebersihan,urgen,Dinas Lingkungan Hidup
